youtube_id,second_no,fps,frame_no,class,xmin,xmax,ymin,ymax
AACM71csS-Q,8.0,30,240,person,0.325,0.5529999999999999,0.108333334,0.99833333
AACM71csS-Q,9.0,30,270,person,0.503,0.7170000000000001,0.32,1.0
AACM71csS-Q,10.0,30,300,person,0.5820000000000001,0.765,0.225,1.0
AACM71csS-Q,11.0,30,330,person,0.541,0.675,0.19666667,0.97333336
AACM71csS-Q,12.0,30,360,person,0.5529999999999999,0.688,0.28166667,1.0
AACM71csS-Q,13.0,30,390,person,0.59,0.7829999999999999,0.27166668,1.0
AACM71csS-Q,14.0,30,420,person,0.473,0.6709999999999999,0.26,1.0
AACM71csS-Q,15.0,30,450,person,0.475,0.6729999999999999,0.32333332,1.0
AACM71csS-Q,16.0,30,480,person,0.469,0.6759999999999999,0.24166666,1.0
AACM71csS-Q,17.0,30,510,person,0.446,0.64,0.23666666,1.0
AACM71csS-Q,18.0,30,540,person,0.537,0.728,0.23833333,1.0
AACM71csS-Q,30.0,30,900,person,0.5920000000000001,0.7909999999999999,0.19333333,1.0
AACM71csS-Q,31.0,30,930,person,0.607,0.8140000000000001,0.21166667,1.0
AACM71csS-Q,32.0,30,960,person,0.591,0.7859999999999999,0.22666667,1.0
AACM71csS-Q,33.0,30,990,person,0.569,0.7609999999999999,0.23,1.0
AACM71csS-Q,34.0,30,1020,person,0.5529999999999999,0.764,0.22333333,1.0
AACM71csS-Q,35.0,30,1050,person,0.551,0.747,0.235,1.0
AACM71csS-Q,36.0,30,1080,person,0.534,0.732,0.23166667,1.0
AACM71csS-Q,37.0,30,1110,person,0.53,0.725,0.17333333,0.95
AACM71csS-Q,38.0,30,1140,person,0.5529999999999999,0.746,0.15666667,0.90166664
AACM71csS-Q,39.0,30,1170,person,0.551,0.747,0.18666667,0.9166667
AACM71csS-Q,40.0,30,1200,person,0.545,0.74,0.22333333,0.93333334
AACM71csS-Q,41.0,30,1230,person,0.525,0.713,0.235,0.9533333
AACM71csS-Q,42.0,30,1260,person,0.509,0.693,0.27166668,1.0
AACM71csS-Q,43.0,30,1290,person,0.496,0.68,0.27166668,1.0
AACM71csS-Q,44.0,30,1320,person,0.5,0.6970000000000001,0.18333334,0.97833335
AACM71csS-Q,45.0,30,1350,person,0.518,0.716,0.14333333,0.9166667
AACM71csS-Q,46.0,30,1380,person,0.531,0.71,0.225,0.94666666
AACM71csS-Q,47.0,30,1410,person,0.52,0.705,0.21333334,0.96166664
AACM71csS-Q,48.0,30,1440,person,0.526,0.708,0.23166667,1.0
AAEjNUmj09M,0.0,30,0,toilet,0.526,0.708,0.23166667,1.0
AAEjNUmj09M,1.0,30,30,toilet,0.526,0.708,0.23166667,1.0
AAEjNUmj09M,2.0,30,60,toilet,0.526,0.708,0.23166667,1.0
AAEjNUmj09M,3.0,30,90,toilet,0.27899999999999997,0.684,0.335,0.99833333
AAEjNUmj09M,4.0,30,120,toilet,0.27899999999999997,0.684,0.335,0.99833333
AAEjNUmj09M,5.0,30,150,toilet,0.27899999999999997,0.684,0.335,0.99833333
AAEjNUmj09M,6.0,30,180,toilet,0.27899999999999997,0.684,0.335,0.99833333
AAEjNUmj09M,7.0,30,210,toilet,0.27899999999999997,0.684,0.335,0.99833333
AAEjNUmj09M,8.0,30,240,toilet,0.27899999999999997,0.684,0.335,0.99833333
AAEjNUmj09M,9.0,30,270,toilet,0.27899999999999997,0.684,0.335,0.99833333
AAEjNUmj09M,10.0,30,300,toilet,0.27899999999999997,0.684,0.335,0.99833333
AAEjNUmj09M,11.0,30,330,toilet,0.27899999999999997,0.684,0.335,0.99833333
AAEjNUmj09M,12.0,30,360,toilet,0.27899999999999997,0.684,0.335,0.99833333
AAEjNUmj09M,13.0,30,390,toilet,0.27899999999999997,0.684,0.335,0.99833333
AAEjNUmj09M,14.0,30,420,toilet,0.27899999999999997,0.684,0.335,0.99833333
AAEjNUmj09M,15.0,30,450,toilet,0.27899999999999997,0.684,0.335,0.99833333
AAEjNUmj09M,16.0,30,480,toilet,0.27899999999999997,0.684,0.335,0.99833333
AAEjNUmj09M,17.0,30,510,toilet,0.27899999999999997,0.684,0.335,0.99833333
AAEjNUmj09M,18.0,30,540,toilet,0.27899999999999997,0.684,0.335,0.99833333
AAFXYj6CM9k,0.0,30,0,umbrella,0.27899999999999997,0.684,0.335,0.99833333
AAFXYj6CM9k,1.0,30,30,umbrella,0.27899999999999997,0.684,0.335,0.99833333
AAFXYj6CM9k,2.0,30,60,umbrella,0.27899999999999997,0.684,0.335,0.99833333
AAFXYj6CM9k,3.0,30,90,umbrella,0.27899999999999997,0.684,0.335,0.99833333
AAFXYj6CM9k,4.0,30,120,umbrella,0.27899999999999997,0.684,0.335,0.99833333
AAFXYj6CM9k,5.0,30,150,umbrella,0.27899999999999997,0.684,0.335,0.99833333
AAFXYj6CM9k,6.0,30,180,umbrella,0.27899999999999997,0.684,0.335,0.99833333
AAFXYj6CM9k,7.0,30,210,umbrella,0.27899999999999997,0.684,0.335,0.99833333
AAFXYj6CM9k,8.0,30,240,umbrella,0.27899999999999997,0.684,0.335,0.99833333
AAFXYj6CM9k,9.0,30,270,umbrella,0.27899999999999997,0.684,0.335,0.99833333
AAFXYj6CM9k,10.0,30,300,umbrella,0.27899999999999997,0.684,0.335,0.99833333
AAFXYj6CM9k,11.0,30,330,umbrella,0.27899999999999997,0.684,0.335,0.99833333
AAFXYj6CM9k,12.0,30,360,umbrella,0.27899999999999997,0.684,0.335,0.99833333
AAFXYj6CM9k,13.0,30,390,umbrella,0.27899999999999997,0.684,0.335,0.99833333
AAFXYj6CM9k,14.0,30,420,umbrella,0.27899999999999997,0.684,0.335,0.99833333
AAFXYj6CM9k,15.0,30,450,umbrella,0.27899999999999997,0.684,0.335,0.99833333
AAFXYj6CM9k,16.0,30,480,umbrella,0.27899999999999997,0.684,0.335,0.99833333
AAFXYj6CM9k,17.0,30,510,umbrella,0.27899999999999997,0.684,0.335,0.99833333
AAFXYj6CM9k,18.0,30,540,umbrella,0.27899999999999997,0.684,0.335,0.99833333
AAFoV_da9KY,0.0,30,0,truck,0.27899999999999997,0.684,0.335,0.99833333
AAFoV_da9KY,1.0,30,30,truck,0.27899999999999997,0.684,0.335,0.99833333
AAFoV_da9KY,2.0,30,60,truck,0.27899999999999997,0.684,0.335,0.99833333
AAFoV_da9KY,3.0,30,90,truck,0.27899999999999997,0.684,0.335,0.99833333
AAFoV_da9KY,4.0,30,120,truck,0.001,0.205,0.48666668,0.67
AAFoV_da9KY,5.0,30,150,truck,0.0,0.391,0.083333336,0.71666664
AAFoV_da9KY,6.0,30,180,truck,0.0,0.605,0.05166666599999999,0.74
AAFoV_da9KY,7.0,30,210,truck,0.0,0.794,0.058333334,0.75333333
AAFoV_da9KY,8.0,30,240,truck,0.0,0.914,0.06,0.7733333
AAFoV_da9KY,9.0,30,270,truck,0.0,0.958,0.06666667,0.76
AAFoV_da9KY,10.0,30,300,truck,0.0,1.0,0.068333335,0.75666666
AAFoV_da9KY,11.0,30,330,truck,0.0,1.0,0.07833333,0.76
AAFoV_da9KY,12.0,30,360,truck,0.0,1.0,0.08166666,0.75166667
AAFoV_da9KY,13.0,30,390,truck,0.0,1.0,0.08666666599999999,0.74666667
AAFoV_da9KY,14.0,30,420,truck,0.0,1.0,0.055,0.74333334
AAFoV_da9KY,15.0,30,450,truck,0.0,1.0,0.065,0.74833333
AAFoV_da9KY,16.0,30,480,truck,0.0,1.0,0.068333335,0.735
AAFoV_da9KY,17.0,30,510,truck,0.0,1.0,0.06,0.735
AAFoV_da9KY,18.0,30,540,truck,0.0,1.0,0.041666668,0.72
AAFoV_da9KY,19.0,30,570,truck,0.0,0.818,0.061666667,0.7416666999999999
AAFoV_da9KY,20.0,30,600,truck,0.001,0.5529999999999999,0.0,0.6166666999999999
AAFoV_da9KY,21.0,30,630,truck,0.0,0.267,0.16333333,0.38333333
AAGWu5D-ORU,0.0,30,0,person,0.009000000000000001,0.7929999999999999,0.16333333,0.98
AAGWu5D-ORU,1.0,30,30,person,0.062,0.703,0.005,0.985
AAGWu5D-ORU,2.0,30,60,person,0.24600000000000002,0.6709999999999999,0.06333333,0.98
AAGWu5D-ORU,3.0,30,90,person,0.462,0.7120000000000001,0.22,0.97833335
AAGWu5D-ORU,4.0,30,120,person,0.385,0.633,0.061666667,0.6383333000000001
AAGWu5D-ORU,5.0,30,150,person,0.07200000000000001,0.616,0.13,0.71
AAGWu5D-ORU,6.0,30,180,person,0.38,0.769,0.07833333,0.9766667
AAGWu5D-ORU,7.0,30,210,person,0.086,0.426,0.23833333,0.715
AAGWu5D-ORU,8.0,30,240,person,0.474,0.858,0.38,0.98
AAGWu5D-ORU,9.0,30,270,person,0.009000000000000001,0.562,0.0,0.49
AAGWu5D-ORU,10.0,30,300,person,0.223,0.675,0.021666666,0.90166664
AAGWu5D-ORU,11.0,30,330,person,0.125,0.7559999999999999,0.0,0.975
AAGWu5D-ORU,12.0,30,360,person,0.52,1.0,0.18166667,0.9766667
AAGWu5D-ORU,13.0,30,390,person,0.512,1.0,0.20833333,0.985
AAGWu5D-ORU,14.0,30,420,person,0.516,1.0,0.205,0.98
AAGWu5D-ORU,15.0,30,450,person,0.506,1.0,0.19833334,0.9716667
AAGWu5D-ORU,16.0,30,480,person,0.319,0.976,0.08166666,0.9816666999999999
AAGWu5D-ORU,17.0,30,510,person,0.244,0.846,0.0,0.9766667
AAGWu5D-ORU,18.0,30,540,person,0.32799999999999996,0.868,0.0,0.9766667
AAI0cDTWFvE,0.0,30,0,train,0.055999999999999994,0.932,0.115,0.84166664
AAI0cDTWFvE,1.0,30,30,train,0.05,0.9309999999999999,0.123333335,0.845
AAI0cDTWFvE,2.0,30,60,train,0.038,0.927,0.12166667,0.845
AAI0cDTWFvE,3.0,30,90,train,0.032,0.9259999999999999,0.123333335,0.84833336
AAI0cDTWFvE,4.0,30,120,train,0.036000000000000004,0.9259999999999999,0.123333335,0.8383333000000001
AAI0cDTWFvE,5.0,30,150,train,0.031,0.924,0.12,0.84166664
AAI0cDTWFvE,6.0,30,180,train,0.038,0.922,0.115,0.8333333
AAI0cDTWFvE,7.0,30,210,train,0.036000000000000004,0.9229999999999999,0.1,0.82166666
AAI0cDTWFvE,8.0,30,240,train,0.039,0.9209999999999999,0.10333333,0.825
AAI0cDTWFvE,9.0,30,270,train,0.033,0.919,0.11,0.83
AAI0cDTWFvE,10.0,30,300,train,0.043,0.924,0.12833333,0.8466667
AAI0cDTWFvE,11.0,30,330,train,0.042,0.9259999999999999,0.135,0.855
AAI0cDTWFvE,12.0,30,360,train,0.042,0.925,0.14166667,0.86333334
AAI0cDTWFvE,13.0,30,390,train,0.039,0.9229999999999999,0.13666667,0.85833335
AAI0cDTWFvE,14.0,30,420,train,0.042,0.9259999999999999,0.14166667,0.85833335
AAI0cDTWFvE,15.0,30,450,train,0.044000000000000004,0.9259999999999999,0.14166667,0.86333334
AAI0cDTWFvE,16.0,30,480,train,0.044000000000000004,0.927,0.14,0.865
AAI0cDTWFvE,28.0,30,840,train,0.039,0.9209999999999999,0.13333334,0.88666666
AAI0cDTWFvE,29.0,30,870,train,0.036000000000000004,0.919,0.13,0.87333333
AAI0cDTWFvE,30.0,30,900,train,0.037000000000000005,0.9179999999999999,0.13,0.86833334
AAI0cDTWFvE,31.0,30,930,train,0.036000000000000004,0.915,0.13166666,0.91333336
AAI0cDTWFvE,32.0,30,960,train,0.033,0.914,0.12833333,0.89166665
AAI0cDTWFvE,33.0,30,990,train,0.032,0.914,0.12,0.87
AAI0cDTWFvE,34.0,30,1020,train,0.028999999999999998,0.907,0.115,0.8933333000000001
AAI0cDTWFvE,35.0,30,1050,train,0.03,0.91,0.11,0.88166666
AAI0cDTWFvE,36.0,30,1080,train,0.031,0.93,0.10666667,0.8933333000000001
AAI0cDTWFvE,37.0,30,1110,train,0.033,1.0,0.093333334,0.925
AAI0cDTWFvE,38.0,30,1140,train,0.027000000000000003,1.0,0.055,0.95666665
AAI0cDTWFvE,39.0,30,1170,train,0.031,1.0,0.043333332999999995,1.0
AAI0cDTWFvE,40.0,30,1200,train,0.027999999999999997,1.0,0.023333332999999998,1.0
AAI0cDTWFvE,41.0,30,1230,train,0.027000000000000003,1.0,0.0,1.0
AAI0cDTWFvE,42.0,30,1260,train,0.025,1.0,0.0,1.0
AAI0cDTWFvE,43.0,30,1290,train,0.023,1.0,0.0,1.0
AAI0cDTWFvE,44.0,30,1320,train,0.025,1.0,0.0,1.0
AAI0cDTWFvE,45.0,30,1350,train,0.024,1.0,0.0,1.0
AAI0cDTWFvE,46.0,30,1380,train,0.033,1.0,0.0,1.0
AAJkJFd_7i8,0.0,30,0,toilet,0.44299999999999995,0.486,0.69,0.85
AAJkJFd_7i8,1.0,30,30,toilet,0.48200000000000004,0.5870000000000001,0.43,0.92333335
AAJkJFd_7i8,2.0,30,60,toilet,0.348,0.44299999999999995,0.345,0.7966667
AAJkJFd_7i8,3.0,30,90,toilet,0.348,0.44299999999999995,0.345,0.7966667
AAJkJFd_7i8,4.0,30,120,toilet,0.348,0.44299999999999995,0.345,0.7966667
AAJkJFd_7i8,5.0,30,150,toilet,0.015,0.207,0.33166668,0.83666664
AAJkJFd_7i8,6.0,30,180,toilet,0.45299999999999996,0.695,0.44833332,0.96166664
AAJkJFd_7i8,7.0,30,210,toilet,0.513,0.7709999999999999,0.6766667,1.0
AAJkJFd_7i8,8.0,30,240,toilet,0.722,0.815,0.8,0.97833335
AAJkJFd_7i8,9.0,30,270,toilet,0.5579999999999999,0.879,0.6533333,1.0
AAJkJFd_7i8,10.0,30,300,toilet,0.664,1.0,0.71,1.0
AAJkJFd_7i8,11.0,30,330,toilet,0.664,1.0,0.71,1.0
AAJkJFd_7i8,12.0,30,360,toilet,0.664,1.0,0.71,1.0
AAJkJFd_7i8,13.0,30,390,toilet,0.706,1.0,0.38333333,1.0
AAJkJFd_7i8,14.0,30,420,toilet,0.0,0.522,0.40166667,1.0
AAJkJFd_7i8,15.0,30,450,toilet,0.0,0.522,0.40166667,1.0
AAJkJFd_7i8,16.0,30,480,toilet,0.0,0.522,0.40166667,1.0
AAJkJFd_7i8,17.0,30,510,toilet,0.0,0.522,0.40166667,1.0
AAJkJFd_7i8,18.0,30,540,toilet,0.0,0.522,0.40166667,1.0
AAKsIdU0QJY,0.0,30,0,knife,0.1,0.73,0.038333334,0.85833335
AAKsIdU0QJY,1.0,30,30,knife,0.11599999999999999,0.828,0.06333333,0.7133333000000001
AAKsIdU0QJY,2.0,30,60,knife,0.11599999999999999,0.812,0.14166667,0.67
AAKsIdU0QJY,3.0,30,90,knife,0.233,0.866,0.0,0.79333335
AAKsIdU0QJY,4.0,30,120,knife,0.171,0.802,0.0,0.995
AAKsIdU0QJY,5.0,30,150,knife,0.16,0.894,0.27,0.63
AAKsIdU0QJY,6.0,30,180,knife,0.541,0.973,0.093333334,0.61833334
AAKsIdU0QJY,7.0,30,210,knife,0.292,0.6890000000000001,0.0,0.9216667
AAKsIdU0QJY,8.0,30,240,knife,0.353,0.737,0.065,0.94
AAKsIdU0QJY,9.0,30,270,knife,0.159,0.809,0.17833333,0.64
AAKsIdU0QJY,10.0,30,300,knife,0.259,0.951,0.0,0.86333334
AAKsIdU0QJY,11.0,30,330,knife,0.12300000000000001,0.6970000000000001,0.021666666,0.9266667
AAKsIdU0QJY,12.0,30,360,knife,0.12300000000000001,0.731,0.08,0.815
AAKsIdU0QJY,13.0,30,390,knife,0.386,0.552,0.25333333,0.47833332
AAKsIdU0QJY,14.0,30,420,knife,0.35700000000000004,0.5429999999999999,0.245,0.48333332
AAKsIdU0QJY,15.0,30,450,knife,0.418,0.6679999999999999,0.33166668,0.635
AAKsIdU0QJY,16.0,30,480,knife,0.462,0.595,0.27166668,0.59
AAKsIdU0QJY,17.0,30,510,knife,0.489,0.747,0.315,0.5183333
AAKsIdU0QJY,18.0,30,540,knife,0.484,0.687,0.26333332,0.47333333
AALP2LjZhOE,0.0,30,0,motorcycle,0.0,0.718,0.0,1.0
AALP2LjZhOE,1.0,30,30,motorcycle,0.252,1.0,0.0,1.0
AALP2LjZhOE,2.0,30,60,motorcycle,0.322,1.0,0.0,1.0
AALP2LjZhOE,3.0,30,90,motorcycle,0.259,1.0,0.0,1.0
AALP2LjZhOE,4.0,30,120,motorcycle,0.298,1.0,0.0,1.0
AALP2LjZhOE,5.0,30,150,motorcycle,0.35200000000000004,1.0,0.0,1.0
AALP2LjZhOE,6.0,30,180,motorcycle,0.04,1.0,0.0,1.0
AALP2LjZhOE,7.0,30,210,motorcycle,0.0,0.335,0.0,1.0
AALP2LjZhOE,8.0,30,240,motorcycle,0.0,0.336,0.0,1.0
AALP2LjZhOE,9.0,30,270,motorcycle,0.0,1.0,0.0,1.0
AALP2LjZhOE,10.0,30,300,motorcycle,0.0,1.0,0.0,1.0
AALP2LjZhOE,11.0,30,330,motorcycle,0.071,1.0,0.0,1.0
AALP2LjZhOE,12.0,30,360,motorcycle,0.261,1.0,0.0,1.0
AALP2LjZhOE,13.0,30,390,motorcycle,0.336,1.0,0.0,1.0
AALP2LjZhOE,14.0,30,420,motorcycle,0.217,0.774,0.0,1.0
AALP2LjZhOE,15.0,30,450,motorcycle,0.136,0.938,0.0,1.0
AALP2LjZhOE,16.0,30,480,motorcycle,0.0,1.0,0.0,1.0
AALP2LjZhOE,17.0,30,510,motorcycle,0.0,1.0,0.0,1.0
AALP2LjZhOE,18.0,30,540,motorcycle,0.0,1.0,0.0,1.0
AAOjiqipMmk,0.0,30,0,toilet,0.22399999999999998,0.7170000000000001,0.0,1.0
AAOjiqipMmk,1.0,30,30,toilet,0.39799999999999996,0.92,0.14833333,1.0
AAOjiqipMmk,2.0,30,60,toilet,0.12300000000000001,0.698,0.01,1.0
AAOjiqipMmk,3.0,30,90,toilet,0.0,0.435,0.18166667,1.0
AAOjiqipMmk,4.0,30,120,toilet,0.0,0.5820000000000001,0.0,1.0
AAOjiqipMmk,5.0,30,150,toilet,0.0,0.475,0.11833333,1.0
AAOjiqipMmk,6.0,30,180,toilet,0.1,0.976,0.07333333,1.0
AAOjiqipMmk,7.0,30,210,toilet,0.0,1.0,0.5083333,1.0
AAOjiqipMmk,8.0,30,240,toilet,0.0,1.0,0.29333332,1.0
AAOjiqipMmk,9.0,30,270,toilet,0.0,1.0,0.185,1.0
AAOjiqipMmk,10.0,30,300,toilet,0.0,1.0,0.165,1.0
AAOjiqipMmk,11.0,30,330,toilet,0.001,1.0,0.13666667,1.0
AAOjiqipMmk,12.0,30,360,toilet,0.0,1.0,0.125,1.0
AAOjiqipMmk,13.0,30,390,toilet,0.0,1.0,0.13166666,1.0
AAOjiqipMmk,14.0,30,420,toilet,0.321,1.0,0.155,1.0
AAOjiqipMmk,15.0,30,450,toilet,0.184,1.0,0.2,1.0
AAOjiqipMmk,16.0,30,480,toilet,0.0,1.0,0.093333334,1.0
AAOjiqipMmk,17.0,30,510,toilet,0.27899999999999997,0.998,0.12666667,1.0
AAOjiqipMmk,18.0,30,540,toilet,0.23399999999999999,1.0,0.16833334,1.0
AAOjiqipMmk,30.0,30,900,toilet,0.032,1.0,0.07833333,1.0
AAOjiqipMmk,31.0,30,930,toilet,0.207,1.0,0.13166666,1.0
AAOjiqipMmk,32.0,30,960,toilet,0.22699999999999998,1.0,0.145,1.0
AAOjiqipMmk,33.0,30,990,toilet,0.025,1.0,0.0,1.0
AAOjiqipMmk,34.0,30,1020,toilet,0.0,1.0,0.0,1.0
AAOjiqipMmk,35.0,30,1050,toilet,0.0,1.0,0.0,1.0
AAOjiqipMmk,36.0,30,1080,toilet,0.069,1.0,0.0,1.0
AAOjiqipMmk,37.0,30,1110,toilet,0.077,1.0,0.0,1.0
AAOjiqipMmk,38.0,30,1140,toilet,0.015,1.0,0.0033333334,1.0
AAOjiqipMmk,39.0,30,1170,toilet,0.0,1.0,0.0,1.0
AAOjiqipMmk,40.0,30,1200,toilet,0.0,1.0,0.0,1.0
AAOjiqipMmk,41.0,30,1230,toilet,0.0,1.0,0.0,1.0
AAOjiqipMmk,42.0,30,1260,toilet,0.0,1.0,0.0,1.0
AAOjiqipMmk,43.0,30,1290,toilet,0.0,1.0,0.0,1.0
AAOjiqipMmk,44.0,30,1320,toilet,0.0,1.0,0.0,1.0
AAOjiqipMmk,45.0,30,1350,toilet,0.0,1.0,0.0,1.0
AAOjiqipMmk,46.0,30,1380,toilet,0.0,1.0,0.0,1.0
AAOjiqipMmk,47.0,30,1410,toilet,0.021,1.0,0.06,1.0
AAOjiqipMmk,48.0,30,1440,toilet,0.0,1.0,0.0,1.0
AAO25vulXR0,0.0,30,0,train,0.0,1.0,0.40666667,0.7683333000000001
AAO25vulXR0,1.0,30,30,train,0.0,1.0,0.44666666,0.77666664
AAO25vulXR0,2.0,30,60,train,0.0,1.0,0.44333333,0.75166667
AAO25vulXR0,3.0,30,90,train,0.0,0.87,0.38833332,0.6333333000000001
AAO25vulXR0,4.0,30,120,train,0.0,0.7929999999999999,0.335,0.57
AAO25vulXR0,5.0,30,150,train,0.0,0.875,0.36833334,0.635
AAO25vulXR0,6.0,30,180,train,0.0,0.8740000000000001,0.33333334,0.605
AAO25vulXR0,7.0,30,210,train,0.0,0.8170000000000001,0.365,0.6116666999999999
AAO25vulXR0,8.0,30,240,train,0.0,0.7440000000000001,0.33166668,0.6
AAO25vulXR0,9.0,30,270,train,0.0,0.708,0.31666666,0.6116666999999999
AAO25vulXR0,10.0,30,300,train,0.0,0.726,0.335,0.63666666
AAO25vulXR0,11.0,30,330,train,0.0,0.823,0.29333332,0.67333335
AAO25vulXR0,12.0,30,360,train,0.0,0.861,0.29166666,0.68333334
AAO25vulXR0,13.0,30,390,train,0.0,1.0,0.195,0.7416666999999999
AAO25vulXR0,14.0,30,420,train,0.0,1.0,0.17166667,0.7366666999999999
AAO25vulXR0,15.0,30,450,train,0.0,0.8909999999999999,0.28333333,0.6983333
AAO25vulXR0,16.0,30,480,train,0.0,0.872,0.38166666,0.7416666999999999
AAO25vulXR0,17.0,30,510,train,0.0,0.871,0.42166665,0.705
AAO25vulXR0,18.0,30,540,train,0.273,0.6990000000000001,0.48666668,0.63666666
AAPsPbzxorI,0.0,30,0,cat,0.24100000000000002,0.605,0.0016666667,0.99
AAPsPbzxorI,1.0,30,30,cat,0.40700000000000003,0.597,0.0,0.9116666999999999
AAPsPbzxorI,2.0,30,60,cat,0.43799999999999994,0.637,0.061666667,0.975
AAPsPbzxorI,3.0,30,90,cat,0.353,0.5870000000000001,0.0033333334,1.0
AAPsPbzxorI,4.0,30,120,cat,0.414,0.664,0.14833333,1.0
AAPsPbzxorI,5.0,30,150,cat,0.414,0.664,0.14833333,1.0
AAPsPbzxorI,6.0,30,180,cat,0.331,0.564,0.0,0.685
AAPsPbzxorI,7.0,30,210,cat,0.331,0.564,0.0,0.685
AAPsPbzxorI,8.0,30,240,cat,0.271,0.551,0.35666665,0.94166666
AAPsPbzxorI,9.0,30,270,cat,0.39,0.693,0.05,0.8
AAPsPbzxorI,10.0,30,300,cat,0.259,0.5720000000000001,0.20333333,0.8933333000000001
AAPsPbzxorI,11.0,30,330,cat,0.087,0.465,0.5133333,1.0
AAPsPbzxorI,12.0,30,360,cat,0.366,0.634,0.36,0.875
AAPsPbzxorI,13.0,30,390,cat,0.43700000000000006,0.706,0.096666664,0.62833333
AAPsPbzxorI,14.0,30,420,cat,0.37200000000000005,0.645,0.29166666,0.81333333
AAPsPbzxorI,15.0,30,450,cat,0.37200000000000005,0.645,0.29166666,0.81333333
AAPsPbzxorI,16.0,30,480,cat,0.345,0.633,0.27,0.72
AAPsPbzxorI,17.0,30,510,cat,0.345,0.633,0.27,0.72
AAQXGfJROpE,0.0,30,0,dog,0.6559999999999999,0.8,0.49,0.73833334
AAQXGfJROpE,1.0,30,30,dog,0.5670000000000001,0.696,0.48833334,0.7783333
AAQXGfJROpE,2.0,30,60,dog,0.094,0.259,0.44666666,0.66333336
AAQXGfJROpE,3.0,30,90,dog,0.0,0.249,0.67333335,0.935
AAQXGfJROpE,4.0,30,120,dog,0.659,0.8220000000000001,0.77,1.0
AAQXGfJROpE,5.0,30,150,dog,0.862,1.0,0.5283333,0.67833334
AAQXGfJROpE,6.0,30,180,dog,0.598,0.802,0.45333335,0.61333334
AAQXGfJROpE,7.0,30,210,dog,0.22399999999999998,0.373,0.33,0.45
AAQXGfJROpE,8.0,30,240,dog,0.011000000000000001,0.182,0.39,0.645
AAQXGfJROpE,9.0,30,270,dog,0.0,0.295,0.455,0.75166667
AAQXGfJROpE,10.0,30,300,dog,0.0,0.109,0.39166668,0.63166666
AAQXGfJROpE,11.0,30,330,dog,0.0,0.109,0.39166668,0.63166666
AAQXGfJROpE,12.0,30,360,dog,0.001,0.105,0.52166665,0.79
AAQXGfJROpE,13.0,30,390,dog,0.044000000000000004,0.34600000000000003,0.61833334,0.9116666999999999
AAQXGfJROpE,14.0,30,420,dog,0.17300000000000001,0.341,0.62,0.91
AAQXGfJROpE,15.0,30,450,dog,0.0,0.156,0.72833335,1.0
AAQXGfJROpE,16.0,30,480,dog,0.062,0.302,0.6483333,0.9
AARNQeeGCeM,0.0,30,0,person,0.615,0.715,0.7783333,1.0
AARNQeeGCeM,1.0,30,30,person,0.546,0.648,0.78,1.0
AARNQeeGCeM,2.0,30,60,person,0.47,0.5770000000000001,0.72833335,1.0
